genre,metascore,movie,rate,time,votes,year
"
Drama, Music            ",68,La teta asustada,6.7,95 min,6088,(2009)
"
Comedy, Drama            ",45,Delhi-6,6.0,141 min,6067,(2009)
"
Comedy, Family, Fantasy            ",53,Shorts,4.8,89 min,5996,(2009)
"
Comedy, Romance            ",44,Arlen Faber,6.4,97 min,5987,(2009)
"
Drama, Romance, Thriller            ",74,L'affaire Farewell,7.0,113 min,5894,(2009)
"
Drama, Romance            ",67,Cairo Time,6.7,90 min,5825,(2009)
"
Action, Comedy, Crime            ",47,Perrier's Bounty,6.4,88 min,5804,(2009)
"
Drama, Romance            ",76,Contracorriente,7.7,97 min,5752,(2009)
"
Action, Crime, Thriller            ",76,Fuk sau,6.6,108 min,5739,(2009)
"
Action, Adventure, Sci-Fi            ",74,Inception,8.8,148 min,1738400,(2010)
"
Mystery, Thriller            ",63,Shutter Island,8.1,138 min,948973,(2010)
"
Animation, Adventure, Comedy            ",92,Toy Story 3,8.3,103 min,646384,(2010)
"
Drama, Thriller            ",79,Black Swan,8.0,108 min,621873,(2010)
"
Action, Adventure, Sci-Fi            ",57,Iron Man 2,7.0,124 min,611440,(2010)
"
Animation, Action, Adventure            ",74,How to Train Your Dragon,8.1,98 min,576289,(2010)
"
Biography, Drama, History            ",88,The King's Speech,8.0,118 min,569806,(2010)
"
Biography, Drama            ",95,The Social Network,7.7,120 min,547465,(2010)
"
Action, Comedy            ",66,Kick-Ass,7.6,117 min,482245,(2010)
"
Animation, Comedy, Family            ",72,Despicable Me,7.7,95 min,443128,(2010)
"
Adventure, Family, Fantasy            ",65,Harry Potter and the Deathly Hallows: Part 1,7.7,146 min,395985,(2010)
"
Animation, Adventure, Comedy            ",71,Tangled,7.8,100 min,345336,(2010)
"
Adventure, Family, Fantasy            ",53,Alice in Wonderland,6.5,108 min,344955,(I) (2010)
"
Action, Comedy, Romance            ",69,Scott Pilgrim vs. the World,7.5,112 min,320862,(2010)
"
Comedy, Drama, Romance            ",72,Easy A,7.1,92 min,316316,(2010)
"
Adventure, Biography, Drama            ",82,127 Hours,7.6,94 min,312132,(2010)
"
Crime, Drama, Thriller            ",74,The Town,7.6,125 min,311531,(2010)
"
Biography, Drama, Sport            ",79,The Fighter,7.8,116 min,305948,(I) (2010)
"
Action, Adventure, Thriller            ",45,The Expendables,6.5,103 min,298600,(2010)
"
Comedy, Drama            ",51,Due Date,6.6,95 min,295577,(2010)
"
Action, Adventure, Sci-Fi            ",49,Tron,6.8,125 min,287879,(2010)
"
Adventure, Drama, Western            ",80,True Grit,7.6,110 min,271056,(2010)
"
Action, Crime, Mystery            ",65,Salt,6.4,100 min,269385,(2010)
"
Action, Comedy, Crime            ",60,RED,7.1,111 min,263671,(2010)
"
Action, Adventure, Drama            ",53,The Book of Eli,6.9,118 min,258526,(2010)
"
Action, Adventure, Fantasy            ",39,Clash of the Titans,5.8,106 min,249302,(2010)
"
Action, Adventure, Fantasy            ",50,Prince of Persia: The Sands of Time,6.6,116 min,246445,(2010)
"
Horror, Mystery, Thriller            ",52,Insidious,6.8,103 min,240469,(I) (2010)
"
Action, Adventure, Drama            ",53,Robin Hood,6.7,140 min,232387,(2010)
"
Action, Adventure, Comedy            ",47,The A-Team,6.8,117 min,229384,(2010)
"
Action, Comedy, Crime            ",64,The Other Guys,6.7,107 min,213150,(2010)
"
Adventure, Drama, Fantasy            ",58,The Twilight Saga: Eclipse,5.0,124 min,203499,(2010)
"
Comedy            ",30,Grown Ups,6.0,102 min,202604,(I) (2010)
"
Action, Adventure, Crime            ",37,The Tourist,6.0,103 min,198879,(2010)
"
Animation, Action, Comedy            ",63,Megamind,7.3,95 min,198162,(2010)
"
Action, Adventure, Sci-Fi            ",51,Predators,6.4,107 min,190216,(2010)
"
Action, Crime, Thriller            ",60,Machete,6.6,105 min,177966,(2010)
"
Action, Thriller            ",69,Unstoppable,6.8,98 min,166898,(2010)
"
Action, Comedy            ",46,Knight and Day,6.3,109 min,164250,(2010)
"
Drama, Romance            ",81,Blue Valentine,7.4,112 min,163108,(2010)
"
Action, Crime, Drama            ",52,The Next Three Days,7.4,133 min,161651,(2010)
"
Comedy, Drama, Romance            ",55,Love & Other Drugs,6.7,112 min,161283,(2010)
"
Adventure, Family, Fantasy            ",47,Percy Jackson & the Olympians: The Lightning Thief,5.9,118 min,159260,(2010)
"
Animation, Adventure, Comedy            ",58,Shrek Forever After,6.3,93 min,158600,(2010)
"
Adventure, Comedy, Music            ",65,Get Him to the Greek,6.4,109 min,157897,(2010)
"
Comedy, Sci-Fi            ",63,Hot Tub Time Machine,6.4,101 min,149907,(2010)
"
Action, Adventure, Horror            ",37,Resident Evil: Afterlife,5.9,96 min,148651,(2010)
"
Action, Comedy, Horror            ",65,Tucker and Dale vs Evil,7.6,89 min,147833,(2010)
"
Drama, Mystery, Thriller            ",77,The Ghost Writer,7.2,128 min,144721,(2010)
"
Comedy, Crime, Romance            ",56,Date Night,6.3,88 min,140307,(2010)
"
Action, Drama, Family            ",61,The Karate Kid,6.2,140 min,140009,(2010)
"
Action, Adventure, Family            ",46,The Sorcerer's Apprentice,6.1,109 min,139093,(2010)
"
Drama, Mystery, Thriller            ",65,Buried,7.0,95 min,134237,(2010)
"
Action, Adventure, Family            ",20,The Last Airbender,4.1,103 min,132727,(2010)
"
Drama, Romance, Sci-Fi            ",69,Never Let Me Go,7.2,103 min,125848,(2010)
"
Drama, Romance            ",40,Remember Me,7.1,113 min,125817,(2010)
"
Drama, Mystery            ",90,Winter's Bone,7.2,100 min,123232,(2010)
"
Adventure, Family, Fantasy            ",53,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,113 min,122532,(2010)
"
Drama, Romance, War            ",43,Dear John,6.3,108 min,122384,(I) (2010)
"
Comedy, Drama, Romance            ",63,It's Kind of a Funny Story,7.1,101 min,121619,(2010)
"
Action, Drama, Thriller            ",63,Green Zone,6.8,115 min,119541,(2010)
"
Comedy, Drama, Romance            ",86,The Kids Are All Right,7.0,106 min,118451,(2010)
"
Horror, Mystery, Thriller            ",44,Devil,6.2,80 min,118013,(2010)
"
Drama, Mystery, War            ",80,Incendies,8.2,131 min,113565,(2010)
"
Comedy, Romance            ",46,She's Out of My League,6.4,104 min,111959,(2010)
"
Comedy, Drama, Romance            ",39,Life as We Know It,6.6,114 min,108455,(2010)
"
Action, Comedy, Romance            ",22,The Bounty Hunter,5.5,110 min,108312,(I) (2010)
"
Action, Crime, Thriller            ",42,From Paris with Love,6.5,92 min,104731,(2010)
"
Comedy, Romance            ",34,Valentine's Day,5.7,125 min,103768,(I) (2010)
"
Drama, Fantasy, Horror            ",79,Let Me In,7.1,116 min,103487,(I) (2010)
"
Horror, Thriller            ",55,The Crazies,6.5,101 min,101693,(2010)
"
Adventure, Drama, History            ",66,The Way Back,7.3,133 min,98731,(I) (2010)
"
Comedy, Romance            ",27,Little Fockers,5.5,98 min,95675,(2010)
"
Drama, Fantasy, Horror            ",43,The Wolfman,5.8,103 min,95487,(2010)
"
Action, Crime, Sci-Fi            ",32,Repo Men,6.3,111 min,93911,(2010)
"
Drama            ",59,Wall Street: Money Never Sleeps,6.2,133 min,91196,(2010)
"
Horror            ",53,Paranormal Activity 2,5.7,91 min,90439,(2010)
"
Action, Fantasy, Horror            ",32,Legion,5.2,100 min,89081,(2010)
"
Action, Crime, Drama            ",44,Faster,6.5,98 min,88358,(2010)
"
Comedy            ",56,Dinner for Schmucks,5.9,114 min,88266,(2010)
"
Action, Drama, Horror            ",67,Ang-ma-reul bo-at-da,7.8,142 min,88217,(2010)
"
Comedy, Drama, Romance            ",52,The Switch,6.1,101 min,87482,(I) (2010)
"
Drama            ",50,My Name Is Khan,8.0,165 min,86535,(2010)
"
Drama, Fantasy            ",56,Hereafter,6.5,129 min,85583,(2010)
"
Crime, Drama, Thriller            ",61,The American,6.3,105 min,85163,(2010)
"
Adventure, Comedy, Drama            ",50,Letters to Juliet,6.6,105 min,83308,(2010)
"
Action, Drama, Sport            ",67,Yip Man 2,7.6,108 min,82904,(2010)
"
Crime, Drama, Horror            ",35,A Nightmare on Elm Street,5.2,95 min,82805,(2010)
"
Drama, Sci-Fi, Thriller            ",63,Monsters,6.4,94 min,82711,(2010)
"
Crime, Drama, Mystery            ",55,Edge of Darkness,6.6,117 min,82503,(2010)
"
Action, Sci-Fi, Thriller            ",26,Skyline,4.4,97 min,82167,(2010)
"
Comedy, Romance            ",33,Leap Year,6.5,100 min,81895,(2010)
"
Comedy, Drama, Romance            ",81,Beginners,7.2,105 min,81826,(2010)
"
Action, Adventure, Crime            ",44,The Losers,6.4,97 min,80903,(I) (2010)
"
Horror, Mystery            ",24,Saw 3D,5.6,90 min,80041,(2010)
"
Action, Comedy, Crime            ",31,Cop Out,5.6,107 min,79943,(2010)
"
Action, Comedy, Romance            ",21,Killers,5.4,100 min,79712,(2010)
"
Comedy, Horror, Thriller            ",53,Piranha 3D,5.5,88 min,79288,(2010)
"
Drama, Romance            ",58,Biutiful,7.5,148 min,77762,(2010)
"
Comedy, Drama, Romance            ",76,Submarine,7.3,97 min,77147,(2010)
"
Drama, Romance            ",50,Eat Pray Love,5.7,133 min,73621,(2010)
"
Action, Crime, Drama            ",71,Tropa de Elite 2: O Inimigo Agora é Outro,8.1,115 min,73079,(2010)
"
Comedy, Drama, Romance            ",45,Flipped,7.7,90 min,71890,(I) (2010)
"
Animation, Action, Adventure            ",53,Legend of the Guardians: The Owls of Ga'Hoole,7.0,97 min,71875,(2010)
"
Action, Adventure, Drama            ",62,Centurion,6.4,97 min,71669,(2010)
"
Drama, Music, Romance            ",33,The Last Song,5.9,107 min,70291,(2010)
"
Action, Comedy, Drama            ",50,Super,6.8,96 min,68640,(I) (2010)
"
Drama, Music, Musical            ",47,Burlesque,6.4,119 min,68269,(I) (2010)
"
Comedy, Drama, Romance            ",27,Sex and the City 2,4.4,146 min,66482,(2010)
"
Horror, Thriller            ",27,I Spit on Your Grave,6.3,108 min,65174,(2010)
"
Comedy, Drama, Romance            ",57,Morning Glory,6.5,107 min,64816,(2010)
"
Animation, Adventure, Family            ",80,Kari-gurashi no Arietti,7.6,94 min,64502,(2010)
"
Comedy, Crime, Drama            ",68,Four Lions,7.3,97 min,63936,(2010)
"
Documentary, Crime            ",88,Inside Job,8.3,105 min,63383,(2010)
"
Drama, Fantasy, Horror            ",61,Trolljegeren,7.0,103 min,61388,(2010)
"
Drama, Thriller            ",43,Frozen,6.2,93 min,60093,(I) (2010)
"
Drama, Thriller            ",65,The Debt,6.9,113 min,59576,(I) (2010)
"
Adventure, Comedy, Family            ",33,Gulliver's Travels,4.9,85 min,58830,(2010)
"
Documentary, Comedy, Crime            ",85,Exit Through the Gift Shop,8.0,87 min,56972,(2010)
"
Action, Adventure, Drama            ",84,Jûsan-nin no shikaku,7.6,141 min,56695,(2010)
"
Comedy, Romance            ",25,When in Rome,5.6,91 min,55749,(2010)
"
Comedy, Romance            ",51,Going the Distance,6.3,102 min,53572,(2010)
"
Drama, Fantasy, Romance            ",37,Charlie St. Cloud,6.5,99 min,53150,(2010)
"
Documentary, Biography, Sport            ",79,Senna,8.6,106 min,52049,(2010)
"
Documentary, Action, Comedy            ",56,Jackass 3D,7.0,95 min,51977,(2010)
"
Drama, Music, Romance            ",45,Step Up 3D,6.2,107 min,51865,(2010)
"
Action, Crime, Thriller            ",45,Takers,6.2,107 min,51562,(2010)
"
Action, Drama, Fantasy            ",33,Jonah Hex,4.7,81 min,50266,(2010)
"
Crime, Drama            ",83,Animal Kingdom,7.3,113 min,50198,(2010)
"
Crime, Drama, Mystery            ",57,All Good Things,6.3,101 min,47754,(2010)
"
Comedy, Drama            ",45,Hesher,7.0,106 min,47457,(2010)
"
Comedy, Family, Romance            ",28,You Again,5.8,105 min,45149,(2010)
"
Comedy, Drama            ",65,Everything Must Go,6.4,97 min,44788,(2010)
"
Drama, Horror, Thriller            ",63,The Last Exorcism,5.6,87 min,44780,(2010)
"
Comedy, Romance            ",34,The Back-up Plan,5.3,104 min,44678,(2010)
"
Drama            ",76,Rabbit Hole,7.0,91 min,44339,(2010)
"
Crime, Drama            ",52,London Boulevard,6.2,103 min,43705,(2010)
"
Fantasy, Horror, Thriller            ",56,Don't Be Afraid of the Dark,5.6,99 min,43631,(2010)
"
Drama, Romance            ",50,Last Night,6.6,93 min,43562,(I) (2010)
"
Biography, Drama, Music            ",65,The Runaways,6.6,106 min,42846,(2010)
"
Comedy            ",18,Vampires Suck,3.4,82 min,42509,(2010)
"
Biography, Drama, Thriller            ",69,Fair Game,6.8,108 min,42233,(I) (2010)
"
Comedy, Drama, Romance            ",51,You Will Meet a Tall Dark Stranger,6.3,98 min,40617,(2010)
"
Comedy            ",51,Death at a Funeral,5.7,92 min,40140,(2010)
"
Action, Adventure, Drama            ",71,Black Death,6.4,102 min,39893,(2010)
"
Drama            ",69,The Company Men,6.8,104 min,39861,(2010)
"
Comedy, Drama            ",67,Somewhere,6.3,97 min,39290,(2010)
"
Comedy, Drama, Romance            ",46,How Do You Know,5.4,121 min,39245,(2010)
"
Action, Comedy, Romance            ",43,MacGruber,5.5,90 min,38796,(2010)
"
Biography, Drama            ",61,Conviction,7.2,107 min,38701,(II) (2010)
"
Crime, Drama, Horror            ",60,Trust,6.9,106 min,38305,(I) (2010)
"
Documentary, Drama, Mystery            ",65,Catfish,7.1,87 min,37992,(2010)
"
Drama, Horror, Sci-Fi            ",66,Stake Land,6.5,98 min,37902,(2010)
"
Drama, Thriller            ",58,Stone,5.4,105 min,37854,(2010)
"
Drama, Thriller            ",29,13,6.1,91 min,37498,(I) (2010)
"
Horror, Mystery, Thriller            ",38,The Ward,5.6,89 min,37068,(2010)
"
Comedy, Family            ",56,Diary of a Wimpy Kid,6.2,94 min,36964,(2010)
"
Comedy, Family, Fantasy            ",36,Tooth Fairy,5.0,101 min,35730,(I) (2010)
"
Drama, Romance            ",65,Hævnen,7.6,118 min,35673,(2010)
"
Action, Comedy, Family            ",27,The Spy Next Door,5.4,94 min,35110,(2010)
"
Comedy, Drama, Romance            ",76,Greenberg,6.1,107 min,32958,(2010)
"
Action, Comedy, Crime            ",41,Wild Target,6.8,98 min,32838,(2010)
"
Comedy, Drama, Romance            ",74,Cyrus,6.3,91 min,31938,(I) (2010)
"
Animation, Drama            ",82,L'illusionniste,7.5,80 min,30957,(2010)
"
Crime, Drama, Thriller            ",53,The Killer Inside Me,6.1,109 min,30942,(2010)
"
Comedy, Fantasy, Horror            ",59,Rubber,5.8,82 min,29890,(2010)
"
Horror, Mystery, Thriller            ",28,6 Souls,6.1,112 min,29246,(2010)
"
Action, Adventure, Drama            ",54,"Tomorrow, When the War Began",6.2,103 min,28762,(2010)
"
Action, Biography, Crime            ",59,The Whistleblower,7.2,112 min,28621,(2010)
"
Comedy, Drama, Romance            ",45,Happythankyoumoreplease,6.8,100 min,27951,(2010)
"
Adventure, Comedy, Drama            ",64,The Way,7.4,123 min,26529,(I) (2010)
"
Crime, Drama, History            ",55,The Conspirator,6.9,122 min,25889,(2010)
"
Comedy, Drama            ",80,Another Year,7.3,129 min,25641,(2010)
"
Action, Fantasy, Western            ",45,The Warrior's Way,6.3,100 min,23689,(2010)
"
Biography, Drama, Family            ",61,Secretariat,7.2,123 min,23375,(2010)
"
Horror, Mystery, Thriller            ",50,Vanishing on 7th Street,4.9,92 min,23375,(2010)
"
Comedy, Romance            ",59,L'arnacoeur,6.8,105 min,23280,(2010)
"
Comedy, Family, Fantasy            ",52,Nanny McPhee and the Big Bang,6.1,109 min,23220,(2010)
"
Drama, Romance            ",70,Les amours imaginaires,7.2,101 min,23100,(2010)
"
Adventure, Fantasy, Horror            ",71,Rare Exports,6.7,84 min,22775,(2010)
"
Comedy, Crime, Thriller            ",48,The Perfect Host,6.8,93 min,22746,(2010)
"
Comedy, Drama            ",67,Barney's Version,7.3,134 min,22554,(2010)
"
Drama            ",50,Welcome to the Rileys,7.0,110 min,21658,(2010)
"
Comedy, Drama            ",50,Les petits mouchoirs,7.1,154 min,20971,(2010)
"
Documentary, War            ",85,Restrepo,7.5,93 min,19717,(2010)
"
Comedy, Drama, Romance            ",26,Waiting for Forever,6.0,95 min,18958,(2010)
"
Comedy, Drama, Romance            ",64,Tamara Drewe,6.2,107 min,18879,(2010)
"
Animation, Adventure, Comedy            ",35,Yogi Bear,4.6,80 min,18341,(2010)
"
Action, Drama, Fantasy            ",28,Bunraku,6.2,124 min,17982,(2010)
"
Horror, Mystery, Thriller            ",25,My Soul to Take,4.8,107 min,17891,(2010)
"
Comedy, Drama, Music            ",48,I'm Still Here,6.2,108 min,17888,(I) (2010)
"
Comedy, Thriller            ",46,Burke and Hare,6.2,91 min,17835,(2010)
"
Drama            ",82,Copie conforme,7.3,106 min,17314,(2010)
"
Comedy, Crime, Drama            ",49,Henry's Crime,6.0,108 min,17100,(2010)
"
Drama, Music            ",45,Country Strong,6.3,117 min,15887,(2010)
"
Biography, Comedy, Crime            ",51,Casino Jack,6.2,108 min,15881,(2010)
"
Adventure, Comedy, Family            ",56,Ramona and Beezus,6.6,103 min,15471,(2010)
"
Drama            ",45,Extraordinary Measures,6.5,106 min,15350,(2010)
"
Action, Crime, Drama            ",75,Snabba cash,6.7,124 min,15181,(2010)
"
Action, Drama, Thriller            ",70,Hwanghae,7.3,157 min,15118,(2010)
"
Comedy, Drama            ",70,Boy,7.5,87 min,14983,(I) (2010)
"
Drama, War            ",59,Elle s'appelait Sarah,7.5,111 min,14609,(2010)
"
Drama, Horror, Thriller            ",34,Mother's Day,6.3,112 min,14519,(I) (2010)
"
Adventure, Drama, Mystery            ",61,Wrecked,5.3,91 min,14041,(2010)
"
Comedy, Family            ",23,Furry Vengeance,3.8,92 min,13914,(2010)
"
Action, Comedy, Crime            ",31,Dylan Dog: Dead of Night,5.1,107 min,13865,(2010)
"
Drama, History            ",86,Des hommes et des dieux,7.2,122 min,13628,(2010)
"
Documentary, History            ",86,Cave of Forgotten Dreams,7.4,90 min,13403,(2010)
"
Comedy, Drama, Romance            ",72,Tiny Furniture,6.2,98 min,13084,(2010)
"
Comedy, Family            ",30,Marmaduke,4.2,87 min,12789,(2010)
"
Biography, Comedy, Drama            ",65,Made in Dagenham,7.2,113 min,12607,(2010)
"
Action, Crime, Drama            ",75,À bout portant,6.8,81 min,12404,(2010)
"
Animation, Adventure, Comedy            ",36,Alpha and Omega,5.3,90 min,12069,(2010)
"
Drama, Romance, Sci-Fi            ",48,Womb,6.4,111 min,11960,(2010)
"
Action, Comedy, Family            ",30,Cats & Dogs: The Revenge of Kitty Galore,4.3,82 min,11925,(2010)
"
Biography, Drama, Romance            ",63,Howl,6.8,84 min,11849,(2010)
"
Comedy, Romance, Sport            ",51,Just Wright,5.9,100 min,11793,(2010)
"
Comedy, Drama, Horror            ",70,Balada triste de trompeta,6.6,107 min,11705,(2010)
"
Action            ",38,Ong-bak 3,5.0,99 min,11687,(2010)
"
Biography, Crime, Drama            ",94,Carlos,7.7,334 min,11624,(2010)
"
Drama, Romance            ",57,Daydream Nation,6.4,98 min,11555,(2010)
"
Comedy, Mystery, Romance            ",64,Kaboom,5.7,86 min,11499,(2010)
"
Action, Crime, Drama            ",22,Twelve,5.7,93 min,11321,(2010)
